Unnamed: 0,English,Turkish
6454,ranges,aralıklar
6455,pairs,çiftler
6456,sensitivity,hassasiyet
6457,trails,parkurlar
6458,preservation,koruma
6459,hudson,hudson
6460,isolated,izole edilmiş
6461,calgary,Calgary
6462,interim,geçici
6463,assisted,yardım etti
6464,divine,ilahi
6465,streaming,akış
6466,approve,onaylamak
6467,chose,seçti
6468,compound,birleştirmek
6469,intensity,yoğunluk
6470,technological,teknolojik
6471,syndicate,sendika
6472,abortion,kürtaj
6473,dialog,diyalog
6474,venues,mekanlar
6475,blast,büyük patlama
6476,wellness,sağlık
6477,calcium,kalsiyum
6478,newport,yeni liman
6479,antivirus,antivirüs
6480,addressing,adresleme
6481,pole,direk
6482,discounted,indirimli
6483,indians,Kızılderililer
6484,shield,kalkan
6485,harvest,hasat
6486,membrane,zar
6487,prague,Prag
6488,previews,önizlemeler
6489,bangladesh,Bangladeş
6490,constitute,oluşturmak
6491,locally,yerel olarak
6492,concluded,sonuçlandı
6493,pickup,toplamak
6494,desperate,çaresiz
6495,mothers,anneler
6496,nascar,NASCAR
6497,iceland,İzlanda
6498,demonstration,gösteri
6499,governmental,hükümet
6500,manufactured,üretilmiş
6501,candles,mumlar
6502,graduation,mezuniyet
6503,mega,mega
6504,bend,bükülmek
6505,sailing,yelkencilik
6506,variations,varyasyonlar
6507,moms,anneler
6508,sacred,kutsal
6509,addiction,bağımlılık
6510,morocco,Fas
6511,chrome,krom
6512,tommy,tommy
6513,springfield,Springfield
6514,refused,reddedildi
6515,brake,fren
6516,exterior,dış
6517,greeting,selamlama
6518,ecology,ekoloji
6519,oliver,Oliver
6520,congo,Kongo
6521,glen,vadi
6522,botswana,Botsvana
6523,nav,navigasyon
6524,delays,gecikmeler
6525,synthesis,sentez
6526,olive,zeytin
6527,undefined,tanımlanmamış
6528,unemployment,işsizlik
6529,cyber,siber
6530,verizon,Verizon
6531,scored,puan aldı
6532,enhancement,geliştirme
6533,newcastle,Newcastle
6534,clone,klon
6535,dicks,serseriler
6536,velocity,hız
6537,lambda,lambda
6538,relay,röle
6539,composed,oluşturulmuş
6540,tears,göz yaşları
6541,performances,performanslar
6542,oasis,vaha
6543,baseline,temel çizgi
6544,cab,taksi
6545,angry,sinirli
6546,fa,fa
6547,societies,toplumlar
6548,silicon,silikon
6549,brazilian,Brezilya
6550,identical,birebir aynı
6551,petroleum,petrol
6552,compete,rekabet etmek
6553,ist,ist
6554,norwegian,Norveççe
6555,lover,sevgili
6556,belong,ait olmak
6557,honolulu,Honolulu
6558,beatles,Beatles
6559,lips,dudaklar
6560,escort,eskort
6561,retention,tutulma
6562,exchanges,borsalar
6563,pond,gölet
6564,rolls,rulolar
6565,thomson,Thomson
6566,barnes,barnes
6567,soundtrack,film müziği
6568,wondering,merak etmek
6569,malta,Malta
6570,daddy,babacığım
6571,lc,lc
6572,ferry,feribot
6573,rabbit,tavşan
6574,profession,meslek
6575,seating,oturma
6576,dam,baraj
6577,cnn,cnn
6578,separately,ayrı ayrı
6579,physiology,fizyoloji
6580,lil,küçük
6581,collecting,toplama
6582,das,das
6583,exports,ihracat
6584,omaha,Omaha
6585,tire,yorulmak
6586,participant,katılımcı
6587,scholarships,burslar
6588,recreational,eğlence amaçlı
6589,dominican,dominik
6590,chad,Çad
6591,electron,elektron
6592,loads,yükler
6593,friendship,dostluk
6594,heather,funda
6595,passport,pasaport
6596,motel,motel
6597,unions,sendikalar
6598,treasury,hazine
6599,warrant,garanti
6600,sys,sistem
6601,solaris,solaris
6602,frozen,dondurulmuş
6603,occupied,dolu
6604,josh,Josh
6605,royalty,kraliyet ailesi
6606,scales,teraziler
6607,rally,miting
6608,observer,gözlemci
6609,sunshine,güneş ışığı
6610,strain,gerilmek
6611,drag,sürüklemek
6612,ceremony,tören
6613,somehow,bir şekilde
6614,arrested,tutuklanmış
6615,expanding,genişleyen
6616,provincial,il
6617,investigations,soruşturmalar
6618,icq,icq
6619,ripe,olgun
6620,yamaha,yamaha
6621,rely,güvenmek
6622,medications,ilaçlar
6623,hebrew,İbranice
6624,gained,kazanıldı
6625,rochester,Rochester
6626,dying,ölme
6627,laundry,çamaşır
6628,stuck,sıkışmak
6629,solomon,Süleyman
6630,placing,yerleştirme
6631,stops,durur
6632,homework,Ev ödevi
6633,adjust,ayarlamak
6634,assessed,değerlendirildi
6635,advertiser,reklamveren
6636,enabling,etkinleştirme
6637,encryption,şifreleme
6638,filling,doldurma
6639,downloadable,indirilebilir
6640,sophisticated,komplike
6641,imposed,dayatılan
6642,silence,sessizlik
6643,scsi,scsi
6644,focuses,odaklanır
6645,soviet,Sovyet
6646,possession,mülk
6647,cu,cu
6648,laboratories,laboratuvarlar
6649,treaty,antlaşma
6650,vocal,vokal
6651,trainer,eğitmen
6652,organ,organ
6653,stronger,daha güçlü
6654,volumes,birimler
6655,advances,ilerlemeler
6656,vegetables,sebze
6657,lemon,limon
6658,toxic,zehirli
6659,dns,DNS
6660,thumbnails,küçük resimler
6661,darkness,karanlık
6662,pty,pty
6663,ws,ws
6664,nuts,fındık
6665,nail,çivi
6666,bizrate,bizrate
6667,vienna,Viyana
6668,implied,ima edilen
6669,span,açıklık
6670,stanford,Stanford
6671,sox,çorap
6672,stockings,çoraplar
6673,joke,şaka
6674,respondent,davalı
6675,packing,paketleme
6676,statute,tüzük
6677,rejected,Reddedilmiş
6678,satisfy,tatmin etmek
6679,destroyed,yok edildi
6680,shelter,barınak
6681,chapel,şapel
6682,gamespot,oyun alanı
6683,manufacture,üretim
6684,layers,katmanlar
6685,wordpress,wordpress
6686,guided,yönlendirilmiş
6687,vulnerability,kırılganlık
6688,accountability,hesap verebilirlik
6689,celebrate,kutlamak
6690,accredited,akredite
6691,appliance,cihaz
6692,compressed,sıkıştırılmış
6693,bahamas,Bahamalar
6694,powell,Powell
6695,mixture,karışım
6696,zoophilia,zoofili
6697,bench,tezgah
6698,univ,üniversite
6699,tub,küvet
6700,rider,binici
6701,scheduling,planlama
6702,radius,yarıçap
6703,perspectives,perspektifler
6704,mortality,ölümlülük
6705,logging,günlük kaydı
6706,hampton,Hampton
6707,christians,Hıristiyanlar
6708,borders,sınırlar
6709,therapeutic,terapötik
6710,pads,pedler
6711,butts,kalçalar
6712,inns,hanlar
6713,bobby,Bobby
6714,impressive,etkileyici
6715,sheep,koyun
6716,accordingly,buna göre
6717,architect,mimar
6718,railroad,demiryolu
6719,lectures,dersler
6720,challenging,zorlu
6721,wines,şaraplar
6722,nursery,kreş
6723,harder,Daha güçlü
6724,cups,bardaklar
6725,ash,kül
6726,microwave,mikrodalga
6727,cheapest,en ucuz
6728,accidents,kazalar
6729,travesti,travesti
6730,relocation,yer değiştirme
6731,stuart,Stuart
6732,contributors,katkıda bulunanlar
6733,salvador,Salvador
6734,ali,Ali
6735,salad,salata
6736,np,np
6737,monroe,Monroe
6738,tender,sunmak
6739,violations,ihlaller
6740,foam,köpük
6741,temperatures,sıcaklıklar
6742,paste,yapıştırmak
6743,clouds,bulutlar
6744,competitions,yarışmalar
6745,discretion,takdir yetkisi
6746,tft,tft
6747,tanzania,Tanzanya
6748,preserve,korumak
6749,jvc,jvc
6750,poem,şiir
6751,vibrator,vibratör
6752,unsigned,imzasız
6753,staying,kalmak
6754,cosmetics,kozmetikler
6755,easter,Paskalya
6756,theories,teoriler
6757,repository,depo
6758,praise,övmek
6759,jeremy,Jeremy
6760,venice,Venedik
6761,jo,jo
6762,concentrations,konsantrasyonlar
6763,vibrators,vibratörler
6764,estonia,Estonya
6765,christianity,Hıristiyanlık
6766,veteran,kıdemli
6767,streams,akarsular
6768,landing,iniş
6769,signing,imzalama
6770,executed,uygulanmış
6771,katie,Katie
6772,negotiations,müzakereler
6773,realistic,gerçekçi
6774,dt,dt
6775,cgi,bilgisayar grafikleri
6776,showcase,vitrin
6777,integral,integral
6778,asks,soruyor
6779,relax,rahatlamak
6780,namibia,Namibya
6781,generating,üreten
6782,christina,Christina
6783,congressional,kongre
6784,synopsis,özet
6785,hardly,zorlu
6786,prairie,çayır
6787,reunion,yeniden bir araya gelme
6788,composer,besteci
6789,bean,fasulye
6790,sword,kılıç
6791,absent,mevcut olmayan
6792,photographic,fotoğrafik
6793,sells,satıyor
6794,ecuador,Ekvador
6795,hoping,umut etmek
6796,accessed,erişildi
6797,spirits,ruhlar
6798,modifications,değişiklikler
6799,coral,mercan
6800,pixel,piksel
6801,colin,Colin
6802,bias,ön yargı
6803,imported,ithal
6804,paths,yollar
6805,bubble,kabarcık
6806,por,por
6807,acquire,elde etmek
6808,contrary,zıt
6809,millennium,binyıl
6810,tribune,tribün
6811,vessel,gemi
6812,acids,asitler
6813,focusing,odaklanma
6814,viruses,virüsler
6815,cheaper,daha ucuz
6816,admitted,kabul edildi
6817,dairy,günlük
6818,admit,itiraf etmek
6819,mem,mem
6820,fancy,süslü
6821,equality,eşitlik
6822,samoa,samoa
6823,gc,gc
6824,achieving,başarmak
6825,tap,musluk
6826,stickers,çıkartmalar
6827,fisheries,balıkçılık
6828,exceptions,istisnalar
6829,reactions,tepkiler
6830,leasing,kiralama
6831,lauren,Lauren
6832,beliefs,inançlar
6833,ci,ci
6834,macromedia,makromedya
6835,companion,arkadaş
6836,squad,takım
6837,analyze,analiz etmek
6838,ashley,Ashley
6839,scroll,taslak
6840,relate,ilgili olmak
6841,divisions,bölümler
6842,swim,yüzmek
6843,wages,ücretler
6844,additionally,ek olarak
6845,suffer,acı çekmek
6846,forests,ormanlar
6847,fellowship,arkadaşlık
6848,nano,nano
6849,invalid,geçersiz
6850,concerts,konserler
6851,martial,dövüş sanatları
6852,males,erkekler
6853,victorian,Viktorya dönemi
6854,retain,sürdürmek
6855,colours,renkler
6856,execute,uygulamak
6857,tunnel,tünel
6858,genres,türler
6859,cambodia,Kamboçya
6860,patents,patentler
6861,copyrights,telif hakları
6862,yn,yn
6863,chaos,kaos
6864,lithuania,Litvanya
6865,mastercard,MasterCard
6866,wheat,buğday
6867,chronicles,kronikler
6868,obtaining,elde etmek
6869,beaver,kunduz
6870,updating,güncelleniyor
6871,distribute,dağıtmak
6872,readings,okumalar
6873,decorative,dekoratif
6874,kijiji,kijiji
6875,confused,kafası karışmış
6876,compiler,derleyici
6877,enlargement,genişleme
6878,eagles,kartallar
6879,bases,bazlar
6880,vii,vii
6881,accused,sanık
6882,bee,arı
6883,campaigns,kampanyalar
6884,unity,birlik
6885,loud,yüksek sesle
6886,conjunction,bağlaç
6887,bride,gelin
6888,rats,sıçanlar
6889,defines,tanımlar
6890,airports,havaalanları
6891,instances,örnekler
6892,indigenous,yerli
6893,begun,başladı
6894,cfr,bkz.
6895,brunette,esmer
6896,packets,paketler
6897,anchor,çapa
6898,socks,çorap
6899,validation,doğrulama
6900,parade,geçit töreni
6901,corruption,yolsuzluk
6902,stat,istatistik
6903,trigger,tetiklemek
6904,incentives,teşvikler
6905,cholesterol,kolesterol
6906,gathered,toplanmış
6907,essex,Essex'li
6908,slovenia,Slovenya
6909,notified,bildirildi
6910,differential,diferansiyel
6911,beaches,plajlar
6912,folders,klasörler
6913,dramatic,dramatik
6914,surfaces,yüzeyler
6915,terrible,korkunç
6916,routers,yönlendiriciler
6917,cruz,cruz
6918,pendant,kolye
6919,dresses,elbiseler
6920,baptist,vaftizci
6921,scientist,bilim adamı
6922,starsmerchant,yıldız tüccarı
6923,hiring,işe alım
6924,clocks,saatler
6925,arthritis,artrit
6926,bios,biyografiler
6927,females,dişiler
6928,wallace,Wallace
6929,nevertheless,yine de
6930,reflects,yansıtır
6931,taxation,vergilendirme
6932,fever,ateş
6933,pmc,pmc
6934,cuisine,mutfak
6935,surely,kesinlikle
6936,practitioners,uygulayıcılar
6937,transcript,deşifre metni
6938,myspace,myspace
6939,theorem,teorem
6940,inflation,enflasyon
6941,thee,sana
6942,nb,not
6943,ruth,Ruth
6944,pray,dua etmek
6945,stylus,kalem
6946,compounds,bileşikler
6947,pope,papa
6948,drums,davullar
6949,contracting,sözleşmeli
6950,topless,üstsüz
6951,arnold,Arnold
6952,structured,yapılandırılmış
6953,reasonably,makul bir şekilde
6954,jeep,cip
6955,chicks,civcivler
6956,bare,çıplak
6957,hung,asılı
6958,cattle,sığır
6959,mba,mba
6960,radical,radikal
6961,graduates,mezunlar
6962,rover,gezgin
6963,recommends,tavsiye eder
6964,controlling,kontrol eden
6965,treasure,hazine
6966,reload,yeniden yükle
6967,distributors,distribütörler
6968,flame,alev
6969,levitra,levitra
6970,tanks,tanklar
6971,assuming,varsaymak
6972,monetary,parasal
6973,elderly,yaşlı
6974,pit,çukur
6975,arlington,Arlington
6976,mono,mono
6977,particles,parçacıklar
6978,floating,yüzer
6979,extraordinary,olağanüstü
6980,tile,fayans
6981,indicating,belirten
6982,bolivia,Bolivya
6983,spell,hecelemek
6984,hottest,en sıcak
6985,stevens,Stevens
6986,coordinate,koordinat
6987,kuwait,Kuveyt
6988,exclusively,yalnızca
6989,emily,Emily
6990,alleged,iddia edilen
6991,limitation,sınırlama
6992,widescreen,geniş ekran
6993,compile,derlemek
6994,squirting,fışkırtma
6995,webster,webster
6996,struck,vurmak
6997,rx,reçete
6998,illustration,resimleme
6999,plymouth,Plymouth
7000,warnings,uyarılar
7001,construct,inşa etmek
7002,apps,uygulamalar
7003,inquiries,soruşturmalar
7004,bridal,gelin
7005,annex,ek
7006,mag,dergi
7007,gsm,gsm
7008,inspiration,esin
7009,tribal,kabile
7010,curious,meraklı
7011,affecting,etkileyen
7012,freight,yük
7013,rebate,indirim
7014,meetup,buluşma
7015,eclipse,tutulma
7016,sudan,Sudan
7017,ddr,ddr
7018,downloading,indiriliyor
7019,rec,kayıt
7020,shuttle,mekik
7021,aggregate,toplam
7022,stunning,çekici
7023,cycles,döngüler
7024,affects,etkiler
7025,forecasts,tahminler
7026,detect,tespit etmek
7027,sluts,orospular
7028,actively,aktif olarak
7029,ciao,hoşçakal
7030,ampland,ampland
7031,knee,diz
7032,prep,hazırlık
7033,pb,fıstık ezmesi
7034,complicated,karmaşık
7035,chem,kimya
7036,fastest,en hızlı
7037,butler,uşak
7038,shopzilla,shopzilla
7039,injured,yaralı
7040,decorating,dekorasyon
7041,payroll,bordro
7042,cookbook,yemek kitabı
7043,expressions,ifadeler
7044,ton,ton
7045,courier,kurye
7046,uploaded,yüklendi
7047,shakespeare,Shakespeare
7048,hints,ipuçları
7049,collapse,yıkılmak
7050,americas,Amerikalar
7051,connectors,konektörler
7052,twinks,ikizler
7053,unlikely,olası değil
7054,oe,evet
7055,gif,gif
7056,pros,artıları
7057,conflicts,çatışmalar
7058,techno,tekno
7059,beverage,içecek
7060,tribute,haraç
7061,wired,kablolu
7062,elvis,Elvis
7063,immune,bağışıklık
7064,latvia,Letonya
7065,travelers,gezginler
7066,forestry,ormancılık
7067,barriers,engeller
7068,cant,yapamamak
7069,jd,jd
7070,rarely,nadiren
7071,gpl,gpl
7072,infected,enfekte
7073,offerings,teklifler
7074,martha,Martha
7075,genesis,yaratılış
7076,barrier,bariyer
7077,argue,tartışmak
7078,incorrect,yanlış
7079,trains,trenler
7080,metals,metaller
7081,bicycle,bisiklet
7082,furnishings,mobilyalar
7083,letting,izin vermek
7084,arise,kalkmak
7085,guatemala,Guatemala
7086,celtic,Kelt
7087,thereby,bu sayede
7088,irc,irc
7089,jamie,Jamie
7090,particle,parçacık
7091,perception,algı
7092,minerals,mineraller
7093,advise,öğüt vermek
7094,humidity,nem
7095,bottles,şişeler
7096,boxing,boks
7097,wy,biz
7098,dm,dm
7099,bangkok,Bangkok
7100,renaissance,Rönesans
7101,pathology,patoloji
7102,sara,sara
7103,bra,sutyen
7104,ordinance,yönetmelik
7105,hughes,Hughes
7106,photographers,fotoğrafçılar
7107,bitch,orospu
7108,infections,enfeksiyonlar
7109,jeffrey,Jeffrey
7110,chess,satranç
7111,operates,çalışır
7112,brisbane,brisbane
7113,configured,yapılandırılmış
7114,survive,hayatta kalmak
7115,oscar,Oscar
7116,festivals,festivaller
7117,menus,menüler
7118,joan,Joan
7119,possibilities,olasılıklar
7120,duck,ördek
7121,reveal,ortaya çıkarmak
7122,canal,kanal
7123,amino,amino
7124,phi,fi
7125,contributing,katkıda bulunmak
7126,herbs,otlar
7127,clinics,klinikler
7128,mls,mls
7129,cow,inek
7130,manitoba,Manitoba
7131,analytical,analitik
7132,missions,misyonlar
7133,watson,watson
7134,lying,uzanmak
7135,costumes,kostümler
7136,strict,sıkı
7137,dive,dalmak
7138,saddam,Saddam
7139,circulation,dolaşım
7140,drill,delmek
7141,offense,suç
7142,threesome,üçlü
7143,bryan,Bryan
7144,cet,bu
7145,protest,protesto
7146,handjob,el işi
7147,assumption,varsayım
7148,jerusalem,Kudüs
7149,hobby,hobi
7150,tries,dener
7151,transexuales,transeksüeller
7152,invention,buluş
7153,nickname,takma ad
7154,fiji,Fiji
7155,technician,teknisyen
7156,inline,Çizgide
7157,executives,yöneticiler
7158,enquiries,soruşturmalar
7159,washing,yıkama
7160,audi,Audi
7161,staffing,personel
7162,cognitive,bilişsel
7163,exploring,keşfetmek
7164,trick,kandırmak
7165,enquiry,sorgu
7166,closure,kapanış
7167,raid,yağma
7168,ppc,ppc
7169,timber,kereste
7170,volt,volt
7171,intense,yoğun
7172,div,bölüm
7173,playlist,çalma listesi
7174,registrar,kayıt memuru
7175,showers,duşlar
7176,supporters,destekçiler
7177,ruling,hüküm
7178,steady,sabit durmak
7179,dirt,kir
7180,statutes,tüzükler
7181,withdrawal,para çekme
7182,myers,myers
7183,drops,damla
7184,predicted,tahmin edilen
7185,wider,daha geniş
7186,saskatchewan,saskatchewan
7187,jc,jc
7188,cancellation,iptal
7189,plugins,eklentiler
7190,enrolled,kayıtlı
7191,sensors,sensörler
7192,screw,vida
7193,ministers,bakanlar
7194,publicly,halka açık
7195,hourly,saatlik
7196,blame,suçlamak
7197,geneva,Cenevre
7198,freebsd,freebsd
7199,veterinary,veteriner
7200,acer,asalak
7201,prostores,prostores
7202,reseller,bayi
7203,dist,mesafe
7204,handed,teslim edilen
7205,suffered,acı çekti
7206,intake,alım
7207,informal,gayri resmi
7208,relevance,alaka
7209,incentive,teşvik
7210,butterfly,kelebek
7211,tucson,Tucson
7212,mechanics,mekanik
7213,heavily,ağır bir şekilde
7214,swingers,salıncakçılar
7215,fifty,elli
7216,headers,başlıklar
7217,mistakes,hatalar
7218,numerical,sayısal
7219,ons,bizim
7220,geek,ahmak
7221,uncle,amca
7222,defining,tanımlayan
7223,xnxx,xnxx
7224,counting,sayma
7225,reflection,refleks
7226,sink,atmak
7227,accompanied,eşlik etti
7228,assure,garanti etmek
7229,invitation,davet
7230,devoted,adanmış
7231,princeton,Princeton
7232,jacob,Yakup
7233,sodium,sodyum
7234,randy,azgın
7235,spirituality,maneviyat
7236,hormone,hormon
7237,meanwhile,Bu sırada
7238,proprietary,tescilli
7239,timothy,timothy
7240,childrens,çocukların
7241,brick,tuğla
7242,grip,kavramak
